text,label,__index_level_0__
"i love my cat , i like dogs too !",0,19381
she owns the pizza parlor,1,9216
 Hows that gun control working out?,0,10588
i hope to go overseas to play . i like swimming too,1,12491
"cool , i just dyed my hair purple . do you have any pets ?",0,15341
"any comedy is funny . danny devoto is great . he is short like me , i'm only 5 3",1,3449
i'm a grey eyed blonde . what do you look like ?,1,7586
ariel is just the best ! have you won any swimming awards ?,1,1976
 God save the United States if this travesty happens a second time. One hopes voters learned their lesson the first time,0,10250
how are you this morning,0,21362
"hi , i'm jane , and a part of my skin is blue i'm 177 cm .",1,447
"...[bring] our railways back into public ownership, as franchises expire or, in other cases, with franchise reviews or break clauses. We will introduce a Public Ownership of the Railways Bill to repeal the Railways Act  under which the Conservatives privatised our railways.""""",0,11675
"hi , let us get to know each other",0,24081
"oh yes no problem can you pray first ? thank you ,",0,18881
"my father teaches middle school , and is only 5 4 . his students are taller",0,24052
awesome . i work at a university . where do you live ?,0,23922
hello i'm ray from florida where are you from,0,14699
"yea , i just started attending college so the bus works great for staying on time .",0,16694
"very good , she's my favorite singer",1,6076
i'm great ! listening to elvis you ?,1,11268
__SILENCE__,0,21776
lol it seems like we could be,0,18916
 Holy freakin cow this is actually real from Antifa? Now we really know they are stupid. Great way to get shot or hurt.,1,1875
"oh , i see . did she pass away ?",1,12226
i only have a pair she has over 400 pairs its not fair,1,5687
  Even Kavanaugh said Roe v Wade is a settled law. She is spewing a narrative that does not exist. Trump also said the same.,1,6600
i've never been to a hockey game !,1,5407
its interesting listening to britney spears while watching these videos,1,8815
yeah of course . that was highschool . lol,0,27253
"studying , learning , passing test . like come on do i sound like i have time for fun",0,14187
i just started it to support a friend and love it . three jobs sounds rough,0,18083
This guy is a disgusting little perv. #MAGA URL,1,9425
 Nonsense people want stricter gun control laws.. Your response is buy more guns. How is that rational debate?,0,1187
"that's sad , i love playing the guitar maybe i can play for your cat .",1,9722
__SILENCE__,0,26108
hi . i'm alright . what do you like to do ? i'm a writer .,0,18400
 He will get what he deserves smiling face with horns ,0,12586
"The picture that emerges is of a system of staggering complexity, riddled with obstacles and cracks, that prioritizes babies over mothers, thwarts women at every turn, frustrates doctors and midwives, and incentivizes substandard care.",1,277
  Wait for it...GUN CONTROL...oh wait Hoggy boy is in Canada  rolling on the floor laughing  rolling on the floor laughing  rolling on the floor laughing  rolling on the floor laughing ,0,5097
"i'm still in school , so i do like college ball .",1,10862
no i don't and i don't know how to play musica,1,7782
"i play the markets every now and then , but they're too fickle",0,16330
 I hope you are liking the cooler weather. My husband and I are going to watch the other Hellboys before we see yours in the theatre. We are both excited!!,0,7479
are you interested in high school girls ?,1,3468
 Gotta give him credit where its due he may not be a mason but he is out there competing his ass off,1,8403
well i need to take blood sugar everyday . i don't eat enough sugar i guess .,0,17001
hi jason . my name is ronald . how is it going ?,1,13710
   This is stalker level crazy. I haven't read anything she has posted where she is claiming to be the person in the avi. She did however tell you who was in the avi. Also your @ &amp; tag is the name of a woman who's been dead since . URL,0,7019
you really love to draw all kinds of things .,0,25721
oh ! do you like it ?,0,21673
"i've a great imagination , and when i get an idea , i just build upon it .",0,20157
"it does , but i've to be up at 4am for work , but maybe someday !",0,24482
"NOW I KNOW WE HAVE A LOT OF PEOPLE TO FEED, BUT THESE TWO? THESE ARE MINE! NOW GO BACK TO FEEDING PEOPLE, I'M STARVING! I HAVEN'T EATEN IN AT LEAST  MINUTES! YOU NEED A MAGA HAT!"" URL",0,2133
yes . . mom is a lot of fun . she actually does palm readings .,1,6786
  Also TINA - one for the old school liberals.,0,2194
  That is funny...thats exactly how I describe him. #NotMyPope,0,9756
A new bill aims to send masked Antifa activists to jail for  years  URL,0,3877
 That much projection is even a doozy for far left democratic socialist antifa members - amazing!,0,12553
"yes , just the dead ends . what else do you enjoy ?",0,13918
i sing mostly folk music . a couple of my friends in our band .,0,24277
she had a growth i'm familiar with the nurses and doctors .,1,4480
"i work all the time , i'm an accountant . but hockey is okay",1,5064
"really ? well , what do you do in your free time ?",0,20635
  Target is brilliant with this. Keep an eye out (esp online as there’s online only shit that’s amazing) because . Autumn (so oranges!) and also target on thanksgiving/Black Friday is THEE place to stock tf up on sheets for the YEAR.,1,2802
 Based on what for God's sake,0,10255
i'm doing great . reading another book . my third this week ll,0,17620
  Serena was constantly berating the guy between games. Even said he would never work one of her matches again. The third warning was completely justified. She is no saint. Sad such a champion lost her cool so badly,0,10219
 Hitler would be so proud of David Hogg trying to disarm American citizen so when Democrats come to power-we are helpless And cannot defend ourselves-&amp; that's why we have they 's URL,0,9263
 I think he is trying to look like URL,0,10550
  We've had millions of people marching peacefully in the streets without incident. A small group of far left people got violent on a couple occasions when confronting alt-right hate groups. Antifa is not part of the Resistance any more than the KKK is part of the GOP. G'night.,0,717
i love rap music . i just got a new car with a great stereo system .,1,9494
i enjoy him . i listen to him as i plan my gaming start up company .,1,1830
  You are so right,0,9352
 Too late. #ANTIFA,0,9347
yes ! i've 3 sisters and 4 brothers . do you have any siblings ?,1,11998
"that's neat , it was nice to meet you !",0,19818
  Yep he is...Somebody is going down.. may finally be exposed.,0,2623
"A 10-hour hearing broadcast on the court’s website showed Sun, China's greatest ever swimmer, and one of its biggest sports stars, to be evasive at times under questioning that was hampered by severe translation issues between Chinese and English.",1,620
i've no choice but to love it . my home is in chicago .,0,18303
 WOW THIS COLOUR SCHEME I AM LIVING FOR IT ALSO YOU?? ARE SO PRETTY??,0,12283
 “THEY’VE REALLY HAD A BIG IMPACT SINCE I DECIDED TO PUT THEM ON YESTERDAY” #maga,0,11405
well when i need some inspiration i go clothes shopping !,1,10908
Accidentally bought the baby spinach AND baby kale mix at the grocery store and honestly it’s kinda ruining my week. #HealthSucks,0,8696
"The damages bankruptcy inflicts on debtors looks appealing to the twenty percent who say they’ll be in debt until they die. Obama’s proposed change could start a run that would greatly increase costs to the federal government and, by extension, taxpayers.",1,493
"i play piano but on my retail salary , i cannot afford too many instruments",1,12974
cooking up a feast . you and your family are invited .,0,24560
"too busy surfing to have one relationship . you meditate , i ride the waves",0,16059
"well , i cannot as i've a job at a factory , so there is that .",0,24363
"well , since i like being alone , its okay .",0,15615
that is cool . it is always good to learn new things !,0,20133
 People who fail to understand the Second Amendment's purpose is to protect a citizenry from a government takeover SHOULD NOT be talking about gun control,0,11168
 Such a tragedy. He is missed by many.,0,2947
um she's home why,1,12116
"i do i've 3 , all dogs .",0,14329
58 years we have been married coming june will be 59 years,1,1365
awesome i love my cat leela,1,11051
that would be great then you could be my freind i've a lot,0,15486
 He's an actor and a comedian not a political leader,0,1514
wow that's 1 more than i have and i thought i had too many haha .,0,26436
i do like sports . i especially like baseball and hockey .,1,9418
  Can you show me gun control organisations that are exclusively trying to take away guns from black people??,0,666
  stop this BS.  A woman murdered him in his own home!  This is so incredibly irresponsible and I am outraged that you are blaming the victim who is a black man.  What does him having weed have anything to do with his murder in his own home?,1,2574
"sure , i am all ears . work ? hobbies ? kids ?",0,17562
i love virginia . i'm diabetic but love sweets . you ?,1,9408
(i love lau she is the cutest don't @ me uwu),0,4851
#TwitterShouldBe a place where everyone can have a voice- including conservatives. Less shadow-banning and throttling of conservative accounts - #FreedomOfSpeech  #Throwback #BenGarrison #cartoon  URL URL,0,9283
"i swim at the pool , go outside , and play with my cat",0,25143
But it’s getting increasingly difficult to maintain the myth that the enormous wealth inequality in not just American society but the entire world somehow reflect a system that’s fairly rewarding people for their talent and labor.,1,1403
i make hot dogs for a living .,0,16412
"i do not like the gym , i like walking my dog though .",0,18790
hello ! my name is granny jean,1,5805
no problem . yes i am a girl,1,2854
  I have  great sons &amp;  great brothers who don't go around like liberal ANTIFA with their KKK hoods beating up strangers they know nothing about.  I will go with the year of the brave people who would never belong to the most violent party of democrats!,0,3621
 Had to create a whole fake page just to talk  shit.  face with rolling eyes  sis is really just miserable #sad,1,1865
i am married . i am 45 and my husband and i have been married 23 years .,1,8075
  I so hope you are a real person because this is a perfect tweet.,0,5180
listening to reggae metal music ! hows your day ?,1,11438
i like to eat out but my life passion is cooking,0,17384
  Wait what??? The conservatives actually showed a little sign of respect?  That’s a first.,0,1681
  And yet he is allowed to. Congress is supposed to be a check on this clown. If we get control of Congress you folks have to write some laws to prevent this happening again.,1,10925
i taught my daughters how to bake some pie and cook a dish,1,13037
whats your dogs name ? and what breed ?,0,27463
"yes we have a few of those , i usually provide the refreshments .",0,14404
 Ridiculous comment the only way liberals make government work is when conservatives go along with their ideas. Tbqh less government is always better than more unless your a socialist. Most time government passes a new law i lose money n Liberty .,1,4529
Do It Q. #FireRosenstein #LisaPage #PeterStrzok #MAGA #LockHerUp #QAnon  #QClearancePatriot #QClearance   #AmericaFirst  # #UraniumOne #Lockherupalready #UraniumOneDeal      URL,0,9814
 &amp; sicking their attack dogs ( #antiFa / #resist ) and blaming the right.,0,939
"i am very young so no cussing please , seven years old .",0,14350
  what is this shit right over here? I also showed to my polish friends and they are quite triggered,1,871
"cakes , cookies , doughnuts for sure . i love em too !",1,8917
i love taylor swifts new album !,0,24215
"yes , too long if you ask me",0,21461
in my future i want to be a writer,1,13655
never met my parents so i am not much for sports as most men are .,1,3978
that's a good field also,1,13663
  Oh they’re real..THIS IS WHAT ANTIFA LOOKS LIKE ON TWITTER  face with tears of joy  face with tears of joy ,0,6448
 How would they know if gun control worked if they refuse to try anything?,1,11420
nice ! i just auditioned for a cooking show and was rejected,1,9062
trying to find work in the baltimore area . what do you do ?,0,15297
"Pelosi’s coronavirus plan uses the pandemic to cram provisions of the House Democrats’ H.R. 1 legislation into federal law. That legislation went even further in its efforts to create loopholes for voter fraud, allowing convicted felons to vote in federal elections.",1,154
 but if you go on a date first..and then have sex...it’s the best of both worlds. and the sex is better.,1,5615
i have a busy week although i don't have children,0,22577
  I hope he is out for the season!,0,11002
"my wife left recently , i am and too shy to try again",0,22394
The Times’ about-face was just one example of a little Orwellian campaign that’s sprung up in the liberal media since the Disneyland measles outbreak to try to rewrite history by shoehorning vaccine opposition into the shopworn trope that it is conservatives who are “anti-science.”,1,106
i like those too sometimes .,0,14036
 She sounds amazing and it's a bloody disgrace that she is mostly forgotten.,0,1941
i'm great . i was just going on a walk .,0,22153
running is my favourite pastime,0,16289
yes . do you enjoy sports ? i love watching baseball .,1,12189
"if i had him , i'd play soccer with him .",1,7236
" Hi  They know Kavenaugh in =liberals out for  years. No one wants to mention this. ITS BIG. You should send it out to your 'tree'. I've been away and don't have many followers. Could stir up a 'kick-back', might make a difference. Principal's rock solid. Please retweet""",0,3778
hellcat ? whats that . i hope it big because at 7 feet tall i am limited . . .,0,14578
"The movement known as NeverTrump — self-identified conservatives who vowed never to vote for Donald Trump, even at the price of a Hillary Clinton presidency and liberal dominance of the Supreme Court for generations — did not take long to recover from the shock of Trump’s victory in November.",0,1429
 Hate to break it to you but gun control doesn't affect suicide rates. It only changes the method. Facts = hurt.. URL,0,11434
oh well tell her to get over it . mine died,1,2591
  She’s said before that she will always be praying for him even tho she can’t do anything. I’m sure she is heart broken as well at the events,0,352
  He/she deserves those tattoos. Hope the antifa follow.,0,12307
__SILENCE__,0,24705
that is so sweet maybe she has,1,8222
" All voting is strategic. My comment re  whiteness"" was meant to show how white liberals ignore that fact in making blanket aasertions about voting D, &amp; when they turn criticism of Biden into an opportunity to lecture ppl in ""safe"" D states that they MUST vote Dem. It's inane.""",0,10367
"nice , do you live alone ?",0,14017
i do agree . ever notice in scary movies how the bad guy always gets killed ?,0,17882
President Trump's order to declassify FISA docs and text messages just proves he is keeping his campaign promise and working to #DrainTheSwamp   #BREAKING #FISADocs #Declassified #DeepStateCorruption #politics #MAGA,0,6747
what color is your hair ?,1,11099
ha ha ! i love middle eastern food ! i cannot eat any now because morning sickness !,0,20294
   Completely agree. I grew up around guns and there are plenty of responsible gun owners who fully support strict gun control laws. I’m absolutely one of them.,0,9883
just playing in the band . do you have any hobbies ?,1,3814
"i have been married for 18 years , i met him in college freshman year .",1,8652
fun to hang in flip flops ll . . . also getting rid of freckles ll,0,24368
 I have irresponsible sex but I at least know my partners.  (Benefits or being snipped),1,5719
 henry,0,12950
"nothing like good exercise , any hobbies ?",0,26074
 I can see how frustrating that is. Conservatives will always get more praise for humane policies because it isn't neccessarily expected of them.,0,4810
oh those are fun ! what kinds ? marvel ?,0,22126
"That the Secret Service takes precautions to protect the president in a time of chaos is, in itself, to be expected. But the contrast between Trump’s chest-thumping and the fact that he was cowering in the basement was objectively funny.  Unsurprisingly, a lot of people made fun of him, and he didn’t like it.",1,1158
 Feinstein and Schumer are political assassins.  Thank heavens that  has been able to give a few in the GOP courage to not fold this far.  Conservatives need to hit back hard on these political criminals.,1,12293
works for sam lee and even steven king had his cameos .,1,13136
hello there ! what do you do for a living ?,0,18433
"my grandfather was from ohio , he served in ww2 .",1,3220
i like to play boardgames . charades . i play cards . mostly work though . you ?,0,20729
 Absolutely. He is very special.,0,3785
its why i play first base on the weekends to burn off the calories,1,1046
nice ! my niece does that too,1,3016
that is cool also . i love music and all types .,0,23803
hi how are you doing,0,18762
i am sorry . you want to come over and watch pretty woman . best movie of all time,1,1131
what type of music do you play,1,104
"Trump again drew a misleading comparison between the coronavirus and the seasonal flu, telling his supporters that ""35,000 on average each year die from the flu, that's a lot of people.""",1,910
"cool , do you have a girlfriend married ?",0,15847
i miss him terribly . have you lost someone ?,1,9795
hi . i like katy perry . you ?,1,5917
my daughter is seven today,1,10586
  And the NRA supported gun control when it was targeting the black panthers who were defending black neighbourhoods against police brutality.,1,10253
whats your favorite book though ?,1,2044
coffee orders . people are very angry right now,0,17339
that must be hard . wanna know my favorite color ?,0,14652
what do you play ? what do you listen to ?,1,7315
you'll have to keep your eyes open for my siblings in your travels . lol,0,25798
"look it up , very hard game",1,1715
that's a lot . saturday is a day for me to get my nails done .,0,16775
of course i'd i will name her percy,1,3938
"cool , maybe i can come sometime ?",0,27640
really is wedding planning fun ?,1,4732
thank her for her hardwork . i am getting some mexican food later its my favorite,0,16051
    Your side has AntiFa. You into them? Like violence?,0,12968
"i can paypal you some , i hit for over forty freaking million dollars .",0,15949
"cool . i love rock , alternative , rap , you name it . i just don't like country or jazz .",1,2309
just like i can not stand glasses i have contacts,1,4689
keep ya head up by tupac actually,1,8951
"ours is decent , but we hope things will improve for my daughter .",1,6057
"hi there , are you artistic ?",0,25942
"i do love being cozy , what do your parents do for a living ?",0,26370
lol i don't see that one lol,0,17004
"it sure is , i am in no hurry to get married myself .",0,22199
awesome i'm in a band,0,22842
                                                  A visit to the DC Holocaust Museum revealed Hitler won by % of the popular vote and % of the seats. He also used the Schutzstaffel (SS) to intimidate his opponents reminding one of the Antifa thugs we have today. Hitler also got the Muslims on his side. Uncanny.,0,12609
 Conservatives try to get votes by promoting freedom and getting government out of your lives.  Deep state Dems try to get votes by triggering mass shootings and scaring people into voting to have their right to actually defend themselves taken away.,0,10270
want to get to know each other ?,0,18163
she should . she'sn't a very attractive woman,1,3085
hi there ! tell me about yourself . any pets ?,0,20185
__SILENCE__,0,18615
i photograph hockey games . i love them .,1,9629
"oh no , i am far too old for that . i do knit though !",1,12809
i'm good . i just washed my hair and finished sewing a dress . ca not complain !,1,5942
               Lies on top of lies that is the antifa and democrats way,0,467
"nope , i work in the forest .",0,18593
 you have the best booty and everything you are stunning love you so want to cum in you so deep!,0,12214
"feeling a bit blue today actually , coincidentally that is my favorite color though ! you ?",0,15404
does your daughter like dogs ?,1,3735
nice . interesting people stray into my life . i collect them like crazy cat ladies collect cats .,0,19581
it is ok somewhat creepy at times lol,0,18259
 women defend Kavanaugh as 'a good person' amid allegations - IGNORE Dianne FEInstein. She is obsolete! You disgusting idiot piece of sh%@ Feinstein. He will rule supreme!,1,2267
__SILENCE__,0,16719
 Haven't watched it in years.  #NoNFLZoneHome  #QAnon #MAGA.,0,1680
no they play the chargers,1,2537
 Boy they are really panicking why what do they have to hide I wat to know do t you  . I don’t recall republicans acting like this when obama put two liberals on the court,0,3282
do you know what comic books are ? organic food only here !,0,18457
Thank You  We Need to #BuildTheWall to Keep Them Out But Mandatory E-Verify Will Get them Out !  #RedNationRising  #Trump #MAGA #SendThemHome  URL,0,5591
"oh , i know nothing about opera .",1,5661
ha ! how old are you and your sister ?,0,20036
just the one . . . last ride on her today though,1,10912
"hello , my name is rose . how are you doing today ?",1,3587
my preference of food is strawberries,0,23452
"Amid a measles outbreak that has sickened more than 50 people in the Pacific Northwest, Washington lawmakers heard testimony Friday on a bill that would remove parents’ ability to claim a personal or philosophical exemption to opt their school-age children out of the combined measles, mumps and rubella vaccine.",0,472
"you are the first person to be nice about my armadillo cookbook , thank you !",0,25983
"i party all night listening to metal , so i usually get up late . do you like music ?",1,7334
   well?,0,118
         LMAO - understanding and accepting imperical evidence and facts is a social democrat attribute.  Conservatives on the other hand believe religion and Trump.  What a sad state of affairs.  #,0,5789
The stimulus boosted investor sentiment even as several economists cut forecasts for 2020 global growth as the fast-spreading virus hampers business operations in the world’s second-largest economy.,0,1485
 And here we have another demonstration that gun free zones don’t work. Brought to you by a liberal who more than likely supports stricter gun control.,0,229
yes ! my girlfriend is the best she has seen me through everything,1,13632
          Antifa unmasked and up close!Hey is that who I think it is??? p.s. They are SO STUPID no one told them a white raised fist stands for “White Power”so Thanks D*MBASSES! URL,1,11702
  Jail is TOO KIND for a #Pedovore - where is the prosecution??  #AGSessions is the church getting away with pedo crimes?  What the hell is he holding?  is that a tentacle?  WTH  #PedoGateNews,1,3211
i am the wife of a pastor . spirituality is important in our home .,1,7417
 big if true,0,2460
what kind of music does your band play ?,0,24367
__SILENCE__,0,18921
i am sorry to hear that . its a good skill to learn .,0,13886
what do you like to bake ? do you have a gf ?,0,25649
    As opposed to the utter lies that were told to gain the No vote in ?  You are a funny man...,0,8966
  Issss nigga fall asleep on soft after this,0,3520
went for a dance practice . .,0,17367
you are a very morbid dude,1,902
i agree . animals are sacred,0,22354
"i try . it is hard to have a romantic life , but i will never stop looking .",0,21205
for the band i play guitar . i can also play piano,1,4663
  Lol good,0,10789
 These bitches on my brain,1,4606
) forgiveness is useless  she is trapped by trauma for . Maybe if she lets go of her illusion of a perfect world where “this cannot happen” accept that she is the only one responsible of getting herself over this,0,7279
please tell me you like trains ! i love everything about trains .,0,23294
i'm a dog walker,0,24876
"i also watch basketball , great sport .",1,8595
but i bet you love him lots !,0,20361
the woman next doors child who i babysit has ocd !,1,7729
 Either way we have your back. Don't be thinking that you are dealing alone out here.,0,8669
"i work with kids as well . i am a dance teacher , i teach 3 year olds .",1,7638
i think mary is she's a doctor with her own practice .,1,1699
i am house sitting 5 cats . do you like dogs too ?,0,14280
i'm a feminist . i work to make sure females have equality .,1,8612
"for sure ! do you have any other hobbies ? i am in a jazz band , i play piano",1,7243
   Dr. James P. Wickstrom RIP - Gun Control and The Enemy In The Land URL URL,0,10187
wow that is very impressive,0,21033
"hi linda , that is my sisters name .",1,8873
"i am from tennessee , but i love to travel to see charlie daniels , he is my favorite",1,283
 I heard they actually are gonna cgi an Antifa flag Now. You know. For accuracy,0,3923
  Sorry for the Democratic party is the party of hate they formed the KKK and antifa. The GOP it's finally got back in the office and the economy is booming and people have jobs wow overlook this. You liberal people are the most trashy ignorant things on this planet.,1,8656
" I've done a thing on immigration, states' rights,  and gun control"" but no one had input. Lol  To be fair, I should do it in a better setup than a Twitter thread though.""",0,11145
that is great . funny story i was a premature baby,1,2695
 Nigga you are tweeting in the shower ???? I hope Siri drown,1,8014
i love music ! what kind of music do you like ?,1,2698
do you have any hobbies ? i love football,1,5201
guitar . but it is starting to cut into my grades .,1,4904
"that's a nice name , i named mine after my ex favourite band toto",0,17162
that's awesome . i'm an actor and do a lot of stage make up,1,12112
i have two dogs . do you have any pets ?,0,18660
i like folk music . just got a degree from a community college,1,2789
" And until you gain a greater understanding of that hatred, and how your blanket endorsement just by putting #MAGA and expressing your ignorance to platform by putting anti-openborders"" in your bio, you're going to get hatred in return.""",1,11950
do you enjoy rugby at all ?,1,2111
" How many are willing to testify under oath that they actually knew Kavanaugh? How many would testify to having said NO"" to Kavanaugh? Until you have said ""no"" to man, you do not know what he is like.""",0,597
maybe i can come to your show sometime i've won many dance competitions,0,19471
i am sorry . do you swim ?,0,15768
  skull yo ass probably playing it on super easy too smh go home,1,8385
i like a person from a college i used to attend,0,14007
 Is that federal investigation group by chance Chinese? A congressional aid? Please respond Senator as a constituent is wanting disclosure. You are accountable for all you do and say. Do not contribute to any form of collusion. Obey the law.,0,3109
well he tried to bite my neck and he was awfully pale,1,9972
 Thank you for proving my point.  You are foulmouthed trash,1,2243
  #maga = Many Are Getting Arrested,0,4843
. million kids in poverty a screwed up Universal Credit system  Brexitshambles an Economy teetering on the brink  ...the list is endless and the common factor &gt;  building a country fit for nothing,1,8858
it is looky . i crocheted all of the insides myself,0,16197
"she's an artist . she paints with my favorite colors , red and blue .",1,10300
can you make money off those ? like bob ross ?,1,11569
"  It's almost as if  years ago () something changed about how gun control was discussed by the NRA.  How the NRA went from backing gun control to America’s most powerful lobby group"" URL",0,451
sounds great ! ! we could talk about books or the lake,0,22418
" All I'm hearing is We don't care that people in this country are being unjustly treated, I'm going to make up an excuse as to why kneeling is offensive so I continue to ignore the problems  we face as a Nation.""""",0,1924
ah well whats done is done . are you good at basketball then ?,1,11015
 I think she is my favorite. God I need to get back to that game! But Dragon Quest  has me right now  face with tears of joy ,0,2612
"never heard of him , name a song",1,276
me too . that's when my birthday is . i will be 11 !,0,23145
"From wildfires in Australia and California to hurricanes and flooding in Florida, a variety of extreme events will become more severe and more common as climate change accelerates.",1,770
 He should tell that to Big Bubba when he enters his prison cell,0,6245
 FASCIST LEFT ARE EVERYWHERE. We must crush them; boycotts work folks.,1,3352
frank ocean the rapper . we rapp together .,1,8247
 THATS gun control.,0,5976
techno music can put you in the mod,1,11573
nice where do you work ?,0,21678
who knows ? i like to play it by ear . do you have any plans of your own ?,1,5693
does painting makes you happy ?,0,16130
" BBC stop with your blatant and biassed backing of the Conservatives. Theresa May didn't hit back she was out on her feet and her responses were scripted, robotic to say the least. She is the worst"" leader along with the worst government the country has ever had.""",1,12870
 He is an idiot and not very smart either.,1,8443
"yes it is , i love it .",0,19920
"hey , tell me a little bit about yourself !",0,24577
i love some country music,1,2259
oh nice . i am a dad with a kid there . we love to watch basketball,1,5932
hi . i love to go fishing . what do you do ?,0,19617
Even a member of French President Emmanuel Macron’s La République en Marche! (LREM/Republic on the Move) slammed the sports hijab.,1,693
that is so cool i am currently learning guitar,1,3628
i should add tennis to my workout . whaddaya think ? not ! rugby fan all day .,1,1167
that's gotta be scary the world is in a dark place,0,26871
i do . mainly metal and classical . what do you listen to ?,1,12698
fifth soccer player or husband ? p,1,10196
"i should , but i am told i am a stubborn man",0,24736
"yes , that is no healthy . i am actually a vegetarian . what do you do ?",0,18960
  Liberals- rule # if liberal man accused of sexual assault or rape   viciously attack accuser( Keith Ellison/ Bill Clinton                    rule #. If Republican man accused- viciously attack man and praise accuser.,0,9859
do you live in detroit ?,0,15096
i am at home in my apartment living room . just walked home from work .,0,25815
"i would love to , my best dishes include mexican food",0,14752
   There were bad people on both sides.  Or do you support Antifa?,0,8146
"great , bob ross is my favorite .",1,2367
"Sen. Bernie Sanders, I-Vt., went after Pete Buttigieg Friday for the former South Bend mayor's support from big-money donors at the final New Hampshire Institute of Politics' “Politics & Eggs” event of the cycle.",0,1685
wonderful you'll enjoy it .,0,22022
__SILENCE__,0,26431
  What the point the BBC are the propaganda machine of the  you all know the answer to Brexit is disaster thats loud and clear by businesses &amp; corporation but your just the mouth peace of the TORIES.,0,3650
 I really thought so. He is the God of rap. How do you come back from that,1,8724
what do you like to do for fun ?,0,22383
same here . my folks are still together and they like got as well .,0,25489
     Always has been a Tory !,0,9992
his death was a tragedy . but quick . my wifes chemo was horrible !,1,8160
is there anything particular you are looking for ?,0,15688
__SILENCE__,0,16441
i can imagine ! that is so awesome !,0,14883
i bet ! i wish i had a dog but i've awful allergies,0,19978
dogs are very smart i think you can train them to read . i love lizards,0,21257
 We met Ian Sinclair there he does Brook (?) from One Piece. I wish I would’ve known more of the characters the voice actors we met did,0,2703
i'm a baker out of my house,0,14255
 Which is why it’s awesome that Kavanaugh didn’t shake that gun control dads hand.  Sorry for kid was killed by a gun but it’s not the future judges fault it happened...... omg white people in cities are silly,1,398
 Crazy man face with tears of joy ,0,771
i like bold and daring,0,17848
hello can you believe that i saw jimmy fallon in person ?,1,12634
  Must be becos the site thinks Teli is a REAL antifa  grinning face  Teli is a Weeb'tifa,0,10352
  I realize there are violent Trump supporters too but pale on comparison to the left. Does Antifa ring a bell?,0,8217
 Hollywood’s finest.,0,977
i'll make you shrimp casserole,0,15138
i am really good at making boats .,0,23667
my mom was a great support for me too .,1,8615
 Lol you are representing your case well  face with tongue   I'm gonna give call to my lawyer Matt Murdock.  Wait don't say he isn't coming back . sleepy face ,0,746
__SILENCE__,0,14689
"just finished spending time outdoors , i like to hike",0,22936
"i love to cook , especially tacos ! they're my favorite food ! what country are you from ?",0,21279
"rap , go to work , and eat meat . you ?",0,20940
do you have any hobbies ?,0,21991
so what do you do ?,0,22271
hi that is great to hear . do you eat apples ?,0,17105
"i'm from the southern united states , however educated at oxford",0,21631
i agree . where do you work ?,0,23719
 The liberal MSM are the stalkers along with Antifa.   #VoteRedToSaveAmerica,0,2412
"cool ! i'm more of a sports fan , love watching tennis or golf on tv",1,6037
  Too bad he can’t write a law to take away the stupidity from liberals.,1,11659
  He is what he is by now.,0,11010
well that isn't so bad . as long as he does not make any accidental calls .,1,5386
well i'm just preparing to rule england .,0,15706
MAGA are PERVERTS AND DEMONS-PERIOD! NOTHING IS SACRED OR INNOCENT WITH THESE MUTTS OF SATAN URL,1,7566
"The plan would particularly benefit black, Latino and lower-income households, as well as households headed by people who never finished college, the researchers said.",0,775
 All we need now is a gang sign,0,8505
mustangs and corvettes . i paint some purple and keep them . my favorite color .,0,27130
i pray every morning to stay safe . i'm scared of lots . like spiders !,0,17252
i graduated from stanford so i probably can .,0,14728
doing well . getting ready to play some drums .,1,6261
sometimes but i do play my guitar a lot,1,4033
i love getting lost in the books . sometimes travel to canada to relax,0,24586
"sounds smart , we just drive the truck on my small farm near grand rapids , michigan",0,26131
yes ! i had fido spade . you dance or draw ?,1,3152
greeting sir how are you today ? ? have you ever read harry potter,1,11030
 If Kerry clown is actually doing it and admits he is and it's a crime. Throw his ass in jail. He should be arrested...RIGHT ???,1,6029
__SILENCE__,0,19070
oh wow i love dogs what are their names ? ? ?,0,20228
"oh that's nice . my mom loves the city , she is my best friend .",1,6940
 yes please take more of the constitution away from us.. you took article  sec away  did you know when you did that you took away from us the one section in the Constitution WHERE ALL gun control laws come form.?  thank you....,0,9227
i don't like music . i'm hard on hearing,1,5304
"wow nice . yes i do , especially since i've to fit into my wedding dress",1,1732
   Typically liberals jump to conclusions.....they dont believe in due process or innocent until proven guilty.....they are the most ANTI AMERICAN bunch,1,11423
    Actually per the rules it doesn’t matter if she even saw the coaches attempts to coach her - she is to receive a warning based on the coaches actions.  It would have stopped at just a warning but as you saw she couldn’t let it go.,0,1815
 He is correct,0,632
do you got to the pool or the beach,0,25981
  Thats silly when the  cartoons made him popular as fuck,1,12376
   Patriachy has harmed black men if anything. Antifa is just a social justice trash hotspot.,0,4847
Democrats Push Pork for Planned Parenthood in Coronavirus Package,1,1296
 He is older but that's before the Cooley days,0,13139
i write songs as i'm a talented singer,0,23773
are those stories creepy or not ?,0,20286
 Am Eye See Kay He Why Am Oh You Ass He,1,12471
dusky blue . mom does makeup for pay and she showed me an awesome eyeshadow,1,12542
yea . or jam some red hot chili peppers . i love those guys,1,12572
i work for the woman next door babysitting an infant,1,388
  Hope you paid to use the image ...... and the appropriate tax of course. URL,0,4560
hello ! have you read any good books lately ?,1,2342
